DiscYear,FieldGOR,OrigOil,OrigGas ,OrigBOE,CumProdOil,CumProdGas,CumProdBOE,RemOil,RemGas,RemBOE,WaterDepthCat,Field    name
1995,8000,6.5,51.8,15.7,6.5,51.8,15.7,0,0,0,DEEP,MC718
1984,2777,10.4,28.9,15.5,9.8,28.4,14.9,0.6,0.5,0.6,SHALLOW,MP030
1994,1232,12.6,15.6,15.5,10.9,12.5,13.2,1.7,3.1,2.3,DEEP,EW958
1985,71179,1.1,79.5,15.3,1.1,75.9,14.6,0,3.6,0.7,SHALLOW,SS111
1987,23438,3,69.5,15.3,3,69.5,15.3,0,0,0,SHALLOW,VR412
2004,999999,0,84.8,15.1,0,84.8,15.1,0,0,0,ULTRA-DEEP,DC618
1990,0,0,85,15.1,0,82.8,14.7,0,2.2,0.4,SHALLOW,VK069
2006,355,14.1,5.1,14.9,4.5,1.6,4.7,9.6,3.5,10.2,DEEP,GC599
1976,356823,0.2,83.3,15,0.2,83.3,15,0,0,0,SHALLOW,PN967
1965,419039,0.2,82,14.8,0.2,72.7,13.1,0,9.3,1.7,SHALLOW,SS271
1985,0,0,83.2,14.8,0,83.2,14.8,0,0,0,SHALLOW,SM205
1981,999999,0,83.3,14.8,0,83.3,14.8,0,0,0,SHALLOW,WC618
1997,999999,0,82.4,14.6,0,74.3,13.2,0,8.1,1.4,SHALLOW,VK251
1974,999999,0,82.6,14.7,0,82.6,14.7,0,0,0,SHALLOW,WC464
1998,697,13,9.1,14.6,12.5,8.7,14.1,0.5,0.4,0.5,DEEP,AC024
2005,2212,10.4,23,14.5,8.6,21.4,12.4,1.8,1.6,2.1,DEEP,GC299
1984,336985,0.2,79,14.3,0.2,79,14.3,0,0,0,SHALLOW,MU739
1989,74950,0.9,74.3,14.2,0.9,71.8,13.7,0,2.5,0.5,SHALLOW,GA210
1988,0,0,79.5,14.2,0,71.3,12.7,0,8.2,1.5,SHALLOW,MO872
2002,999999,0,78.9,14.1,0,78.9,14.1,0,0,0,ULTRA-DEEP,AT261
1978,999999,0,78.9,14.1,0,78.9,14.1,0,0,0,SHALLOW,WC547
1986,999999,0,79.2,14.1,0,79.2,14.1,0,0,0,SHALLOW,MO821
1973,999999,0,79.5,14.1,0,79.5,14.1,0,0,0,SHALLOW,EC353
1969,77716,0.9,72.7,13.9,0.9,72.7,13.9,0,0,0,SHALLOW,SP045
1955,97578,0.8,73.5,13.8,0.8,73.5,13.8,0,0,0,SHALLOW,EI047
1975,61527,1.2,71.1,13.8,1.2,71.1,13.8,0,0,0,SHALLOW,VR155
1965,1552,10.7,16.6,13.6,10.7,16.6,13.6,0,0,0,SHALLOW,GI018
1977,116859,0.6,73.2,13.7,0.6,73.2,13.7,0,0,0,SHALLOW,VR084
1981,17595,3.3,58.4,13.7,3.3,58.4,13.7,0,0,0,SHALLOW,VR315
1985,15020,3.7,55.6,13.6,3.7,55.6,13.6,0,0,0,SHALLOW,ST076
1957,13477,4,53.9,13.6,3.9,52.8,13.3,0.1,1.1,0.3,SHALLOW,SS139
1997,1064,11.4,12.1,13.5,11.4,12.1,13.5,0,0,0,DEEP,GB409
1996,88454,0.8,71.2,13.5,0.8,71.2,13.5,0,0,0,SHALLOW,EC171
1983,26109,2.4,62.4,13.5,2.4,62.4,13.5,0,0,0,SHALLOW,VR318
1982,126532,0.6,72.9,13.5,0.6,72.9,13.5,0,0,0,SHALLOW,HI045
1981,271301,0.3,74,13.4,0.3,74,13.4,0,0,0,SHALLOW,GC136
1977,449848,0.2,74.7,13.4,0.2,74.7,13.4,0,0,0,SHALLOW,WC406
1988,20178,2.9,58.6,13.3,2.9,58.6,13.3,0,0,0,SHALLOW,EC060
2005,1022,11.1,11.4,13.1,10.4,10.5,12.2,0.7,0.9,0.9,DEEP,GC385
1991,7095,5.8,41.3,13.2,5.1,39.1,12.1,0.7,2.2,1.1,SHALLOW,SM192
1990,999999,0,74,13.2,0,74,13.2,0,0,0,SHALLOW,WC432
1976,218234,0.3,72,13.1,0.3,72,13.1,0,0,0,SHALLOW,WC409
1981,44940,1.5,65.6,13.1,1.5,65.6,13.1,0,0,0,SHALLOW,VR122
1968,23278,2.5,59.3,13.1,2.5,58.7,13,0,0.6,0.1,SHALLOW,HI206
1974,0,0,73.6,13.1,0,73.6,13.1,0,0,0,SHALLOW,HI313A
1976,396751,0.2,72.2,13,0.2,72.2,13,0,0,0,SHALLOW,ST163
1984,422292,0.2,71.9,13,0.2,71.9,13,0,0,0,SHALLOW,CA040
2005,69273,1,67,12.9,0.8,53,10.2,0.2,14,2.7,SHALLOW,WC077
1980,299736,0.2,70.6,12.8,0.2,70.6,12.8,0,0,0,SHALLOW,BA437
2010,919,11,10.1,12.8,6.1,6,7.2,4.9,4.1,5.6,ULTRA-DEEP,DC004
1962,228226,0.3,70.4,12.8,0.3,70.4,12.8,0,0,0,SHALLOW,WC229
2013,654,11.4,7.6,12.8,6.6,4.3,7.4,4.8,3.3,5.4,ULTRA-DEEP,MC214
1965,10750,4.4,47,12.7,4.2,45.5,12.3,0.2,1.5,0.4,SHALLOW,SM027
1988,149720,0.5,69,12.7,0.5,69,12.7,0,0,0,SHALLOW,MI633
1976,30452,1.9,59.2,12.5,1.9,59.2,12.5,0,0,0,SHALLOW,HI416A
1974,206797,0.3,68.3,12.5,0.3,68.3,12.5,0,0,0,SHALLOW,WC436
2012,738,10.9,8.5,12.4,8.3,6.1,9.4,2.6,2.4,3,ULTRA-DEEP,MC431
1987,0,0,69.7,12.4,0,68.7,12.2,0,1,0.2,SHALLOW,MO870
1996,12048,3.9,47,12.3,3.9,47,12.3,0,0,0,DEEP,GB516
1973,3172,7.8,24.9,12.3,6.6,21.2,10.4,1.2,3.7,1.9,SHALLOW,SM166
1984,525642,0.1,68.4,12.3,0.1,68.4,12.3,0,0,0,SHALLOW,MU784
1976,120552,0.5,65.9,12.3,0.5,65.9,12.3,0,0,0,SHALLOW,WC222
1987,235031,0.3,66.9,12.2,0.3,66.9,12.2,0,0,0,SHALLOW,WC187
2001,999999,0,68,12.1,0,60.7,10.8,0,7.3,1.3,SHALLOW,VK340
1998,990,10.3,10.2,12.1,9.9,9.7,11.6,0.4,0.5,0.5,DEEP,EB949
1995,390903,0.2,66.6,12,0.2,66.6,12,0,0,0,DEEP,EB992
1988,20611,2.6,52.8,12,2.6,52.8,12,0,0,0,SHALLOW,ST265
2005,194617,0.3,65.2,11.9,0.3,56.9,10.4,0,8.3,1.5,SHALLOW,WC295
1993,71061,0.9,62.2,11.9,0.9,62.2,11.9,0,0,0,SHALLOW,PL006
1988,1743,9.1,15.9,11.9,9.1,15.9,11.9,0,0,0,SHALLOW,GB161
1974,16327,3,49.4,11.8,3,49.4,11.8,0,0,0,SHALLOW,HI555A
1982,999999,0,66.5,11.8,0,65.2,11.6,0,1.3,0.2,SHALLOW,VK204
1984,39330,1.5,58.1,11.8,0.8,41.2,8.1,0.7,16.9,3.7,SHALLOW,MP098
1970,43599,1.3,58.6,11.8,1.3,58.6,11.8,0,0,0,SHALLOW,BA001A
1977,233277,0.3,64,11.7,0.3,64,11.7,0,0,0,SHALLOW,SM265
1987,0,0,65.7,11.7,0,65.7,11.7,0,0,0,SHALLOW,MO991
1961,6396,5.5,35,11.7,5.2,34.6,11.3,0.3,0.4,0.4,SHALLOW,MP129
1962,17235,2.9,49.8,11.7,2.8,49.5,11.6,0.1,0.3,0.1,SHALLOW,SS015
1969,326634,0.2,64,11.6,0.2,64,11.6,0,0,0,SHALLOW,GA350
2007,1972,8.6,16.9,11.5,4.3,11.6,6.3,4.3,5.3,5.2,DEEP,MC707
1987,17105,2.8,48.6,11.5,2.8,48.6,11.5,0,0,0,SHALLOW,GA151
2001,4036,6.6,26.8,11.4,6.1,24.2,10.4,0.5,2.6,1,DEEP,GB244
1970,999999,0,63.4,11.3,0,63.4,11.3,0,0,0,SHALLOW,SS323
1986,19541,2.5,49.1,11.3,2.5,49.1,11.3,0,0,0,SHALLOW,WD098
1977,999999,0,63.2,11.3,0,63.2,11.3,0,0,0,SHALLOW,WC427
1969,12873,3.4,44.2,11.3,3.3,43.3,11,0.1,0.9,0.3,SHALLOW,MP069
1993,2517,7.7,19.4,11.2,7.1,18.9,10.5,0.6,0.5,0.7,SHALLOW,VR332
2008,1378,9,12.4,11.2,5.7,8,7.1,3.3,4.4,4.1,DEEP,MC800
2015,1126,9.3,10.6,11.3,0.1,0.2,0.2,9.2,10.4,11.1,DEEP,MC794
1989,50689,1.1,56.1,11.1,1.1,56.1,11.1,0,0,0,SHALLOW,EI030
1982,272615,0.2,59.2,10.8,0.2,59.2,10.8,0,0,0,SHALLOW,MI696
1979,999999,0.1,60.1,10.8,0.1,60.1,10.8,0,0,0,SHALLOW,BA021A
1982,82246,0.7,56.7,10.7,0.5,45,8.5,0.2,11.7,2.2,SHALLOW,WC055
1997,0,0,60.8,10.8,0,60.8,10.8,0,0,0,SHALLOW,VK114
1991,6880,4.8,33.1,10.7,4.3,32.3,10,0.5,0.8,0.7,SHALLOW,VR207
1976,999999,0,59.6,10.6,0,59.6,10.6,0,0,0,SHALLOW,MU016A
1996,607842,0.1,58.9,10.6,0.1,58.9,10.6,0,0,0,SHALLOW,WC130
1979,3830,6.3,24,10.6,6.2,23.2,10.3,0.1,0.8,0.3,SHALLOW,SA013
1981,68138,0.8,54.1,10.4,0.8,54.1,10.4,0,0,0,SHALLOW,VR075
1975,4441,5.8,25.7,10.3,5.7,25.6,10.2,0.1,0.1,0.1,SHALLOW,EI327
1979,143923,0.4,56.3,10.4,0.4,56.3,10.4,0,0,0,SHALLOW,WC116
1977,106540,0.5,54.9,10.3,0.5,54.2,10.1,0,0.7,0.2,SHALLOW,HI544A
1975,999999,0,57.4,10.2,0,57.4,10.2,0,0,0,SHALLOW,VR410
2005,591403,0.1,56.7,10.2,0.1,56.7,10.2,0,0,0,DEEP,MC506
1984,999999,0,56.7,10.1,0,56.7,10.1,0,0,0,SHALLOW,GB224
2008,2965,6.6,19.7,10.2,6.5,17.6,9.7,0.1,2.1,0.5,DEEP,GC141
1987,512413,0.1,56,10.1,0.1,56,10.1,0,0,0,SHALLOW,HI128
1973,97359,0.5,53.4,10.1,0.5,53.4,10.1,0,0,0,SHALLOW,VR348
1966,7885,4.2,33.2,10.1,4.1,29.8,9.4,0.1,3.4,0.7,SHALLOW,SS058
1989,999999,0,57,10.1,0,57,10.1,0,0,0,SHALLOW,MU785
1961,228083,0.2,55.2,10.1,0.2,55.2,10.1,0,0,0,SHALLOW,GA389
1997,39858,1.2,49.1,10,1.2,49.1,10,0,0,0,DEEP,AC065
1988,691212,0.1,55.9,10,0.1,54.1,9.7,0,1.8,0.3,SHALLOW,BA491
1994,999999,0,55.9,9.9,0,55.9,9.9,0,0,0,SHALLOW,HI371A
1976,999999,0,54.8,9.8,0,54.8,9.8,0,0,0,SHALLOW,HI507A
1971,37392,1.3,47.9,9.8,1.3,47.9,9.8,0,0,0,SHALLOW,EC185
1972,91475,0.6,51.4,9.7,0.6,51.4,9.7,0,0,0,SHALLOW,WC028
1984,999999,0,53.9,9.6,0,53.9,9.6,0,0,0,SHALLOW,MI651
2013,9296,3.6,33.5,9.5,1.6,13.2,3.9,2,20.3,5.6,SHALLOW,ST311
1978,290815,0.2,52.6,9.5,0.2,52.6,9.5,0,0,0,SHALLOW,SM252
1983,341781,0.2,52.3,9.5,0.2,52.3,9.5,0,0,0,SHALLOW,BA412
1982,38601,1.2,46.5,9.5,1.2,46.5,9.5,0,0,0,SHALLOW,HI487A
2001,999999,0,52.9,9.4,0,52.9,9.4,0,0,0,ULTRA-DEEP,MC876
1976,50991,0.9,47.6,9.3,0.9,47.5,9.3,0,0.1,0,SHALLOW,EB157
1995,53677,0.9,47.2,9.3,0.9,47.2,9.3,0,0,0,SHALLOW,GA301
1975,999999,0,52.1,9.2,0,51.3,9.1,0,0.8,0.1,SHALLOW,HI341A
1979,334747,0.2,51.2,9.3,0.2,51.2,9.3,0,0,0,SHALLOW,BA501
1969,315160,0.2,51.5,9.3,0.2,51.5,9.3,0,0,0,SHALLOW,BA007A
1978,1689,7.1,12.1,9.3,7.1,12.1,9.3,0,0,0,SHALLOW,GI020
1994,20049,2,40.5,9.2,2,40.5,9.2,0,0,0,SHALLOW,HI576A
2003,395857,0.1,50.3,9.1,0.1,50.3,9.1,0,0,0,DEEP,EB759
2012,627,7.8,7,9,1.9,1.2,2.1,5.9,5.8,6.9,ULTRA-DEEP,DC134
1975,4925,4.8,23.9,9.1,3.4,22.5,7.4,1.4,1.4,1.7,SHALLOW,VR342
1963,186695,0.3,49.3,9,0.3,49.3,9,0,0,0,SHALLOW,EC193
1964,93060,0.5,47.4,9,0.5,47.4,9,0,0,0,SHALLOW,VR288
1977,999999,0,50.5,9,0,50.5,9,0,0,0,SHALLOW,WC331
1985,346838,0.1,49.9,9,0.1,49.9,9,0,0,0,SHALLOW,WC313
1984,74561,0.6,47.3,9,0.6,47.3,9,0,0,0,SHALLOW,HI105
1990,47640,1,45.3,9,1,45.3,9,0,0,0,SHALLOW,GA239
1985,412755,0.1,49.9,9,0.1,49.9,9,0,0,0,SHALLOW,GA303
1988,4675,4.9,22.8,8.9,4.9,22.8,8.9,0,0,0,SHALLOW,GC045
1975,178456,0.3,48.5,8.9,0.3,48.5,8.9,0,0,0,SHALLOW,HI389A
2000,1517,7,10.5,8.9,6.1,6.2,7.2,0.9,4.3,1.7,DEEP,EB430
1956,674984,0.1,48.3,8.7,0.1,48.3,8.7,0,0,0,SHALLOW,WC253
1985,12570,2.7,33.8,8.7,2.7,33.8,8.7,0,0,0,SHALLOW,EI028
1977,94270,0.5,45.3,8.5,0.5,44.2,8.3,0,1.1,0.2,SHALLOW,MP120
1994,276757,0.2,46.7,8.5,0.2,46.7,8.5,0,0,0,SHALLOW,MU759
1986,999999,0,47,8.4,0,47,8.4,0,0,0,SHALLOW,MP202
2003,509770,0.1,46.3,8.3,0.1,46.3,8.3,0,0,0,SHALLOW,HI047
2013,75523,0.6,43.5,8.3,0.4,29.9,5.7,0.2,13.6,2.6,SHALLOW,ST127
1997,31264,1.2,39.4,8.3,1.2,39.3,8.2,0,0.1,0.1,DEEP,VK742
1984,70199,0.6,43.1,8.3,0.6,43.1,8.3,0,0,0,SHALLOW,SS097
1999,65852,0.6,42.5,8.2,0.6,42.3,8.2,0,0.2,0,DEEP,EB642
1988,286092,0.2,45.2,8.2,0.2,45.2,8.2,0,0,0,SHALLOW,MP186
1980,83291,0.5,42.9,8.1,0.5,42.9,8.1,0,0,0,SHALLOW,HI523A
1979,999999,0,45.2,8.1,0,45.2,8.1,0,0,0,SHALLOW,EI300
1979,108301,0.4,43.4,8.1,0.4,39.2,7.3,0,4.2,0.8,SHALLOW,PL018
1990,4752,4.6,19.6,8.1,3.9,18.5,7.2,0.7,1.1,0.9,SHALLOW,SS128
1972,237580,0.2,44.4,8.1,0.2,44.4,8.1,0,0,0,SHALLOW,BA544
1984,0,0,44.8,8,0,44.8,8,0,0,0,SHALLOW,MO952
2009,1280,6.5,8.3,8,5.3,7,6.6,1.2,1.3,1.4,DEEP,EW998
1983,999999,0,45,8,0,45,8,0,0,0,SHALLOW,HI244A
1975,15906,2,33,7.9,1.7,32.4,7.5,0.3,0.6,0.4,SHALLOW,VR313
1987,999999,0,44.1,7.9,0,44.1,7.9,0,0,0,SHALLOW,HI171A
1974,920064,0,43.7,7.8,0,43.7,7.8,0,0,0,SHALLOW,HI279A
1988,2464,5.5,13.4,7.9,4.9,12.5,7.1,0.6,0.9,0.8,DEEP,EW1006
2014,10489,2.7,28.5,7.7,2.3,24,6.5,0.4,4.5,1.2,DEEP,MC079
1995,4463,4.4,19.4,7.8,4.4,19.4,7.8,0,0,0,SHALLOW,SS067
2008,0,0,43.5,7.7,0,37.2,6.6,0,6.3,1.1,DEEP,GB339
1986,2064,5.7,11.7,7.7,5.7,11.7,7.7,0,0,0,SHALLOW,VR167
1990,106484,0.4,41.4,7.7,0.4,41.4,7.7,0,0,0,SHALLOW,EI048
1973,999999,0,42.9,7.6,0,42.9,7.6,0,0,0,SHALLOW,HI480A
1969,23216,1.5,34.4,7.6,1.5,34.4,7.6,0,0,0,SHALLOW,VR200
2001,40092,0.9,37.1,7.5,0.9,37.1,7.5,0,0,0,SHALLOW,BS041
1984,122358,0.3,39.9,7.4,0.3,39.9,7.4,0,0,0,SHALLOW,HI166
1975,999999,0,41.7,7.4,0,41.7,7.4,0,0,0,SHALLOW,MU831
1975,160254,0.2,39.5,7.3,0.2,39.5,7.3,0,0,0,SHALLOW,EC038
1955,7654,3.1,23.7,7.3,3.1,23.7,7.3,0,0,0,SHALLOW,GA189
1990,934799,0,40,7.2,0,40,7.2,0,0,0,SHALLOW,GB070
2001,839956,0,40.2,7.2,0,40.2,7.2,0,0,0,DEEP,EB421
1968,129546,0.3,38.4,7.1,0.3,38.4,7.1,0,0,0,SHALLOW,HI074
1987,168116,0.2,38.4,7.1,0.2,38.4,7.1,0,0,0,SHALLOW,HI167
1982,8633,2.8,24.1,7.1,2.8,24.1,7.1,0,0,0,SHALLOW,ST077
1986,39728,0.9,34.3,7,0.9,34.3,7,0,0,0,SHALLOW,EC121
1971,999999,0,39.1,7,0,39.1,7,0,0,0,SHALLOW,EC257
1976,2963,4.6,13.5,7,4.6,13.5,7,0,0,0,SHALLOW,BS053
1996,500467,0.1,39,7,0.1,39,7,0,0,0,SHALLOW,HI037
1982,390285,0.1,38.9,7,0.1,38.9,7,0,0,0,SHALLOW,MI710
1998,208377,0.2,38.5,7,0.2,38.5,7,0,0,0,SHALLOW,HI131
1972,70580,0.5,36.1,6.9,0.5,36.1,6.9,0,0,0,SHALLOW,GI045
1995,999999,0,38.6,6.9,0,38.6,6.9,0,0,0,SHALLOW,WC615
1974,999999,0,38.1,6.8,0,38.1,6.8,0,0,0,SHALLOW,HI271A
1978,34426,0.9,32.6,6.8,0.9,32.6,6.8,0,0,0,SHALLOW,EI071
1988,515129,0.1,37.3,6.7,0.1,37.3,6.7,0,0,0,SHALLOW,MI487
1983,30657,1,31.6,6.7,1,31.6,6.7,0,0,0,SHALLOW,ST264
1986,284848,0.1,36.3,6.6,0.1,36.3,6.6,0,0,0,SHALLOW,BA376
1977,999999,0,37.1,6.6,0,37.1,6.6,0,0,0,SHALLOW,MI007A
1991,310536,0.1,35.6,6.5,0.1,35.6,6.5,0,0,0,SHALLOW,BA431
2002,1500,5.1,7.7,6.5,1.2,3.3,1.8,3.9,4.4,4.7,DEEP,MC751
1972,48206,0.7,32.4,6.4,0.7,32.4,6.4,0,0,0,SHALLOW,EI159
2002,27025,1.1,30,6.4,1.1,30,6.4,0,0,0,SHALLOW,EI143
2001,1356,5.2,7,6.5,4.9,6.7,6.1,0.3,0.3,0.4,DEEP,EB597
1999,581178,0.1,35.7,6.4,0.1,35.7,6.4,0,0,0,SHALLOW,VK385
1991,999999,0,36.1,6.4,0,36.1,6.4,0,0,0,SHALLOW,BA397
1984,999999,0,35.4,6.3,0,35.4,6.3,0,0,0,SHALLOW,HI185A
1982,18310,1.5,27.2,6.3,1.4,26.8,6.2,0.1,0.4,0.1,SHALLOW,SS078
1988,0,0,35.7,6.3,0,35.7,6.3,0,0,0,SHALLOW,VR249
1999,132760,0.3,33.7,6.2,0.3,33.7,6.2,0,0,0,SHALLOW,HI133
1988,61319,0.5,32,6.2,0.5,32,6.2,0,0,0,SHALLOW,EC148
1984,63930,0.5,32.1,6.2,0.5,32.1,6.2,0,0,0,SHALLOW,SS263
1983,1089,5.2,5.6,6.2,4.9,5.3,5.8,0.3,0.3,0.4,SHALLOW,EI173
1990,372268,0.1,34.4,6.2,0.1,34.4,6.2,0,0,0,SHALLOW,GA252
1993,6073,2.9,17.9,6.1,2.9,17.9,6.1,0,0,0,SHALLOW,VR398
1978,999999,0,34.2,6.1,0,34.2,6.1,0,0,0,SHALLOW,WC607
1984,999999,0,33.9,6,0,33.9,6,0,0,0,SHALLOW,MP164
1988,19177,1.4,26,6,1.4,26,6,0,0,0,SHALLOW,ST197
1971,117982,0.3,32.4,6,0.3,32.4,6,0,0,0,SHALLOW,WC095
1977,999999,0,33.5,6,0,33.5,6,0,0,0,SHALLOW,EI294
1992,206835,0.2,32.3,5.9,0.2,32.3,5.9,0,0,0,DEEP,MC445
1982,27478,1,27.6,5.9,0.4,24.4,4.8,0.6,3.2,1.1,SHALLOW,VR153
1980,999999,0,32.8,5.9,0,32.8,5.9,0,0,0,SHALLOW,WC370
1984,100496,0.3,31.6,5.9,0.3,31.6,5.9,0,0,0,SHALLOW,MP243
1966,999999,0,32.4,5.8,0,32.4,5.8,0,0,0,SHALLOW,MP111
1995,999999,0,32.7,5.8,0,32.7,5.8,0,0,0,SHALLOW,GA395
1973,703,5.2,3.6,5.8,5.2,3.6,5.8,0,0,0,SHALLOW,WC661
1988,999999,0,32,5.7,0,32,5.7,0,0,0,DEEP,VK873
1983,798,5,4,5.6,4.3,3.7,4.9,0.7,0.3,0.7,SHALLOW,MP308
1966,9286,2.1,19.9,5.7,2.1,19.9,5.7,0,0,0,SHALLOW,SM016
1989,106626,0.3,30,5.6,0.3,30,5.6,0,0,0,SHALLOW,GB240
1978,256754,0.1,31,5.6,0.1,31,5.6,0,0,0,SHALLOW,ST146
1966,29767,0.9,26.2,5.6,0.9,26.2,5.6,0,0,0,SHALLOW,ST245
1976,41829,0.7,27.7,5.6,0.7,27.7,5.6,0,0,0,SHALLOW,EC347
1977,999999,0,30.6,5.5,0,30.6,5.5,0,0,0,SHALLOW,GA131A
1987,80848,0.4,28.9,5.5,0.4,28.9,5.5,0,0,0,SHALLOW,WC599
1990,136680,0.2,29.9,5.5,0.2,29.9,5.5,0,0,0,SHALLOW,GA379
1990,615710,0,30,5.4,0,30,5.4,0,0,0,SHALLOW,GA273
1977,999999,0,29.9,5.4,0,29.9,5.4,0,0,0,SHALLOW,WC264
2005,0,0,30.3,5.4,0,25.1,4.5,0,5.2,0.9,DEEP,MC161
1985,910299,0,29.7,5.3,0,29.7,5.3,0,0,0,SHALLOW,EC378
1997,999999,0,29.9,5.3,0,29.9,5.3,0,0,0,SHALLOW,WD065
1987,358343,0.1,29.4,5.3,0.1,29.4,5.3,0,0,0,SHALLOW,MI588
1986,4539,2.9,13.3,5.3,2.8,11.1,4.8,0.1,2.2,0.5,SHALLOW,EC360
1998,51807,0.5,27.1,5.3,0.5,27.1,5.3,0,0,0,SHALLOW,ST139
1984,93878,0.3,27.8,5.3,0.3,27.8,5.3,0,0,0,SHALLOW,ST221
2008,999999,0,29.9,5.3,0,29.9,5.3,0,0,0,ULTRA-DEEP,DC048
1962,47640,0.5,25.9,5.2,0.5,25.9,5.2,0,0,0,SHALLOW,MP112
1984,16849,1.3,21.7,5.1,1.2,21.6,5,0.1,0.1,0.1,SHALLOW,VR107
2009,9300,1.9,18.4,5.3,1.3,14.2,3.9,0.6,4.2,1.4,DEEP,GC490
2004,935045,0,28.5,5.1,0,28.1,5,0,0.4,0.1,DEEP,GC137
1984,132964,0.2,27.5,5.1,0.2,27.5,5.1,0,0,0,SHALLOW,MC322
1984,8034,2.1,16.9,5.1,2.1,16.9,5.1,0,0,0,SHALLOW,EI085
1984,108283,0.2,27,5.1,0.2,27,5.1,0,0,0,SHALLOW,MP163
2007,18256,1.2,21.9,5.1,1.2,21.9,5.1,0,0,0,DEEP,VK1003
1985,483896,0.1,28.5,5.1,0.1,28.5,5.1,0,0,0,SHALLOW,MU754
2008,1527,4,6.1,5,4,6.1,5,0,0,0,DEEP,GC448
1973,999999,0,28.2,5,0,28.2,5,0,0,0,SHALLOW,HI273A
1980,591883,0,27.5,4.9,0,27.5,4.9,0,0,0,SHALLOW,MI565
1982,999999,0,27.6,4.9,0,27.6,4.9,0,0,0,SHALLOW,WC315
1996,43555,0.6,24.5,4.9,0.6,24.5,4.9,0,0,0,SHALLOW,MP261
1984,330421,0.1,27,4.9,0.1,27,4.9,0,0,0,SHALLOW,SM255
1984,26407,0.9,22.6,4.9,0.9,22.6,4.9,0,0,0,SHALLOW,BA494
1988,178106,0.2,26.9,4.9,0.2,26.9,4.9,0,0,0,SHALLOW,GA333
1994,0,0,27.4,4.9,0,27.4,4.9,0,0,0,SHALLOW,MO820
1984,82370,0.3,25.3,4.8,0.3,25.3,4.8,0,0,0,SHALLOW,SS321
1979,999999,0,26.7,4.8,0,26.7,4.8,0,0,0,SHALLOW,MI687
1973,939088,0,26.8,4.8,0,26.8,4.8,0,0,0,SHALLOW,VR202
1988,0,0,26.8,4.8,0,26.8,4.8,0,0,0,SHALLOW,VK986
2015,1049,4,4.3,4.8,0.9,1.4,1.2,3.1,2.9,3.6,DEEP,VK959
1982,189642,0.1,26,4.8,0.1,26,4.8,0,0,0,SHALLOW,EC213
1985,67987,0.4,25,4.8,0.4,25,4.8,0,0,0,SHALLOW,GA320
1984,999999,0,26.6,4.7,0,26.6,4.7,0,0,0,SHALLOW,MU782
1997,999999,0,26.4,4.7,0,26.4,4.7,0,0,0,SHALLOW,WC598
1984,144122,0.2,25.6,4.7,0.2,25.6,4.7,0,0,0,SHALLOW,WC277
1963,23726,0.9,21.5,4.7,0.9,21.5,4.7,0,0,0,SHALLOW,VR193
1985,171950,0.1,25.7,4.7,0.1,25.7,4.7,0,0,0,SHALLOW,EC267
2001,494873,0.1,26.3,4.7,0.1,26.3,4.7,0,0,0,ULTRA-DEEP,MC299
1985,999999,0,26.6,4.7,0,26.6,4.7,0,0,0,SHALLOW,ST225
1977,316744,0.1,25.4,4.6,0.1,25.4,4.6,0,0,0,SHALLOW,HI497A
1980,464262,0.1,25.4,4.6,0.1,25.4,4.6,0,0,0,SHALLOW,SM231
1983,650885,0,25.7,4.6,0,25.7,4.6,0,0,0,SHALLOW,MI568
1984,48051,0.5,23.3,4.6,0.5,23.3,4.6,0,0,0,SHALLOW,GA313
1956,75537,0.3,23.9,4.6,0.3,23.9,4.6,0,0,0,SHALLOW,EI027
1975,806584,0,25.8,4.6,0,25.8,4.6,0,0,0,SHALLOW,HI532A
1987,174762,0.1,24.5,4.5,0.1,24.5,4.5,0,0,0,SHALLOW,MU781
1986,53495,0.4,22.7,4.5,0.4,22.7,4.5,0,0,0,SHALLOW,ST290
1989,32246,0.7,21.3,4.5,0.7,21.3,4.5,0,0,0,SHALLOW,ST107
1991,180956,0.1,24.5,4.5,0.1,24.5,4.5,0,0,0,SHALLOW,BA364
1989,13455,1.3,18,4.5,1.3,17.3,4.4,0,0.7,0.1,SHALLOW,SM018
1986,999999,0,25.3,4.5,0,25.3,4.5,0,0,0,SHALLOW,MP089
1966,931585,0,25.1,4.5,0,25.1,4.5,0,0,0,SHALLOW,WC041
1998,999999,0,24.8,4.4,0,24.8,4.4,0,0,0,DEEP,GB367
1980,53591,0.4,22.6,4.4,0.4,22.6,4.4,0,0,0,SHALLOW,MU859
1998,177669,0.1,24.2,4.4,0.1,24.2,4.4,0,0,0,SHALLOW,HI169
1975,999999,0,24.6,4.4,0,24.6,4.4,0,0,0,SHALLOW,WC414
1982,411448,0.1,24.6,4.4,0.1,24.6,4.4,0,0,0,SHALLOW,VR051
1982,97619,0.2,23.5,4.4,0.2,23.5,4.4,0,0,0,SHALLOW,VR175
1966,979317,0,24.4,4.4,0,24.4,4.4,0,0,0,SHALLOW,EC118
2000,999999,0,23.9,4.3,0,23.9,4.3,0,0,0,SHALLOW,VK384
1983,999999,0,24,4.3,0,24,4.3,0,0,0,SHALLOW,WC379
1984,999999,0,24.3,4.3,0,24.3,4.3,0,0,0,SHALLOW,MU868
1988,16949,1.1,18,4.3,1.1,18,4.3,0,0,0,SHALLOW,SP043
1978,528702,0,23.6,4.2,0,23.6,4.2,0,0,0,SHALLOW,EI321
